Gene ID	Gene Name	SRR12168547	SRR12168546	SRR12168545	SRR12168544	SRR12168543	SRR12168542	SRR12168541	SRR12168540	SRR12168539	SRR12168538	SRR12168537	SRR12168536
ENSG00000013573	DDX11	94	76	110	97	85	85	103	91	71	85	86	89
ENSG00000013583	HEBP1	272	288	376	337	285	240	302	310	241	288	305	286
ENSG00000013588	GPRC5A	9934	10024	14469	14266	9356	9547	8885	8860	6807	6664	8200	8154
ENSG00000013619	MAMLD1	39	53	34	52	44	41	21	33	26	29	30	38
ENSG00000013725	CD6	1	2	4	2	4	3	0	1	7	4	2	6
ENSG00000013810	TACC3	39	19	24	15	14	21	36	37	17	22	33	19
ENSG00000014123	UFL1	327	346	368	321	328	317	329	330	256	292	204	191
ENSG00000014138	POLA2	23	22	20	16	22	29	20	16	20	12	21	20
ENSG00000014164	ZC3H3	505	492	560	584	375	424	456	442	391	389	434	416
ENSG00000014216	CAPN1	9958	9612	10879	10791	8118	8325	8584	8758	6944	6828	7886	8101
ENSG00000014257	ACP3	18	17	9	6	10	8	21	13	5	11	6	14
ENSG00000014641	MDH1	1980	2157	2105	2145	1984	2002	2528	2531	1853	1841	1942	1936
ENSG00000014824	SLC30A9	1183	1084	1212	1170	1116	1138	1180	1132	861	862	777	751
ENSG00000014914	MTMR11	230	202	255	212	231	203	219	226	152	154	215	210
ENSG00000014919	COX15	204	174	179	214	170	175	206	191	173	155	127	152
ENSG00000015133	CCDC88C	147	168	169	202	123	132	204	193	141	130	159	180
ENSG00000015153	YAF2	89	81	95	107	81	101	89	103	50	58	56	50
ENSG00000015171	ZMYND11	601	556	713	638	630	571	749	717	536	472	524	495
ENSG00000015285	WAS	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000015413	DPEP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015475	BID	1947	2098	2047	1923	1699	1611	1612	1641	1163	1160	1057	1019
ENSG00000015479	MATR3	4	5	6	10	5	10	7	10	1	1	4	8
ENSG00000015520	NPC1L1	0	1	1	1	0	0	2	2	1	1	1	0
ENSG00000015532	XYLT2	775	776	741	702	766	771	864	830	702	685	817	808
ENSG00000015568	RGPD5	1	0	0	0	1	0	0	0	2	0	1	0
ENSG00000015592	STMN4	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000015676	NUDCD3	2082	2081	2205	2138	1939	1898	1865	1910	1583	1492	1820	1821
ENSG00000016082	ISL1	25	20	21	19	21	28	28	35	32	33	29	21
ENSG00000016391	CHDH	21	14	15	17	11	14	55	51	31	28	41	31
ENSG00000016402	IL20RA	109	123	93	68	77	99	196	153	111	124	107	122
ENSG00000016490	CLCA1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	CLCA4	43	44	31	24	28	34	86	73	38	35	16	22
ENSG00000016864	GLT8D1	629	573	670	598	568	574	671	652	508	525	500	506
ENSG00000017260	ATP2C1	2028	2089	2228	2230	1916	1848	1908	1873	1421	1330	1173	1282
ENSG00000017427	IGF1	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000017483	SLC38A5	8183	8120	6611	6595	6998	7026	8272	8217	5492	5445	6265	6076
ENSG00000017797	RALBP1	517	590	609	601	487	518	673	679	468	483	491	498
ENSG00000018189	RUFY3	138	166	214	185	144	147	199	196	131	150	148	143
ENSG00000018236	CNTN1	28	26	38	29	32	29	59	52	24	39	30	22
ENSG00000018280	SLC11A1	3	0	2	2	2	5	3	5	3	1	0	1
ENSG00000018408	WWTR1	770	850	708	607	665	673	854	817	677	629	564	610
ENSG00000018510	AGPS	623	630	595	641	620	627	669	725	464	478	450	444
ENSG00000018607	ZNF806	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000018610	STEEP1	103	84	100	83	84	93	103	78	103	89	72	64
ENSG00000018625	ATP1A2	1	1	0	1	2	3	0	0	0	0	0	0
ENSG00000018699	TTC27	192	214	231	202	201	168	220	211	185	156	171	149
ENSG00000018869	ZNF582	47	43	73	67	49	46	59	51	44	62	36	47
ENSG00000019102	VSIG2	332	349	311	316	309	309	306	285	186	195	287	266
ENSG00000019144	PHLDB1	858	812	845	879	728	765	973	991	761	763	891	767
ENSG00000019169	MARCO	77	83	91	79	86	59	44	39	24	36	34	36
ENSG00000019186	CYP24A1	388	434	263	251	412	412	493	538	369	432	524	504
ENSG00000019485	PRDM11	44	29	37	32	27	30	60	50	46	37	42	56
ENSG00000019505	SYT13	0	0	0	0	0	0	1	1	1	2	1	0
ENSG00000019549	SNAI2	1802	1767	1495	1596	2031	2010	2232	2203	1650	1580	1669	1737
ENSG00000019582	CD74	1778	1807	1316	1304	1673	1617	2276	2218	1455	1448	2284	2210
ENSG00000019991	HGF	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019995	ZRANB1	131	150	188	198	143	118	172	173	135	104	125	131
ENSG00000020129	NCDN	758	766	875	806	684	707	706	696	521	541	591	565
ENSG00000020181	ADGRA2	2	3	2	3	1	2	8	6	0	3	1	5
ENSG00000020219	CCT8L1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256	ZFP64	379	363	368	463	302	330	412	391	341	406	403	364
ENSG00000020426	MNAT1	286	273	288	308	283	286	305	309	196	219	167	174
ENSG00000020577	SAMD4A	186	176	197	221	204	219	229	198	123	131	172	176
ENSG00000020633	RUNX3	38	32	50	48	57	47	62	56	34	36	55	49
ENSG00000020922	MRE11	135	100	145	133	117	105	140	181	138	122	122	104
ENSG00000021300	PLEKHB1	70	72	74	86	69	68	125	126	60	60	72	94
ENSG00000021355	SERPINB1	3487	3536	3452	3401	3354	3291	2177	2132	1559	1495	1721	1682
ENSG00000021461	CYP3A43	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000021488	SLC7A9	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000021574	SPAST	203	177	191	170	182	179	222	222	145	166	117	123
ENSG00000021645	NRXN3	3	6	6	12	2	2	7	10	4	7	4	6
ENSG00000021762	OSBPL5	300	301	285	287	251	249	272	290	198	206	272	288
ENSG00000021776	AQR	445	503	571	587	465	459	512	521	452	454	431	363
ENSG00000021826	CPS1	119	96	84	79	80	76	83	69	59	47	92	69
ENSG00000021852	C8B	0	1	3	4	0	0	1	1	1	0	1	3
ENSG00000022267	FHL1	429	490	484	483	518	469	504	504	461	445	437	474
ENSG00000022277	RTF2	785	771	899	857	750	688	742	833	567	561	632	631
ENSG00000022355	GABRA1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	NLRP2	349	305	350	416	343	315	246	263	219	230	284	273
ENSG00000022567	SLC45A4	32	39	53	40	24	16	20	35	42	42	27	31
ENSG00000022840	RNF10	3716	3616	4074	4097	3415	3373	3662	3643	3234	3193	3466	3505
ENSG00000022976	ZNF839	87	73	101	85	78	67	84	62	68	65	65	46
ENSG00000023041	ZDHHC6	445	436	482	498	454	492	440	460	279	286	270	271
ENSG00000023171	GRAMD1B	32	25	38	44	30	20	42	24	46	47	31	26
ENSG00000023191	RNH1	3785	3704	4037	4075	3482	3408	3752	3797	2983	3031	3714	3643
ENSG00000023228	NDUFS1	834	911	984	1002	938	931	1086	1090	797	836	802	778
ENSG00000023287	RB1CC1	866	911	1140	1149	934	896	1470	1501	1153	1127	755	799
ENSG00000023318	ERP44	1066	1055	1108	1160	996	939	863	857	759	804	676	664
ENSG00000023330	ALAS1	616	737	788	798	574	590	636	636	532	492	576	573
ENSG00000023445	BIRC3	469	489	508	470	494	515	384	325	287	266	195	208
ENSG00000023516	AKAP11	104	87	94	90	81	85	79	101	76	73	68	64
ENSG00000023572	GLRX2	190	190	171	121	183	177	164	211	114	118	90	86
ENSG00000023608	SNAPC1	191	191	208	217	203	217	355	331	247	237	174	157
ENSG00000023697	DERA	1015	944	1080	1009	1017	1027	1028	927	696	734	646	704
ENSG00000023734	STRAP	2238	2212	2316	2262	2336	2160	2214	2206	1778	1776	1581	1524
ENSG00000023839	ABCC2	9	4	6	2	3	1	9	5	0	2	5	6
ENSG00000023892	DEF6	226	184	218	236	195	190	207	184	164	155	207	179
ENSG00000023902	PLEKHO1	113	136	111	122	115	130	130	140	96	94	110	120
ENSG00000023909	GCLM	557	552	548	534	575	612	643	702	669	589	562	567
ENSG00000024048	UBR2	490	503	644	550	396	406	490	525	556	543	415	401
ENSG00000024422	EHD2	6643	6760	6638	6579	5321	5294	6733	6692	5522	5420	6531	6851
ENSG00000024526	DEPDC1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000024862	CCDC28A	108	122	132	129	103	100	170	176	191	148	126	146
ENSG00000025039	RRAGD	143	116	164	171	132	93	180	162	131	145	119	112
ENSG00000025156	HSF2	68	77	117	130	116	97	119	107	110	124	81	94
ENSG00000025293	PHF20	406	424	457	495	420	394	417	399	333	333	310	307
ENSG00000025423	HSD17B6	19	21	16	27	11	22	39	33	19	11	19	14
ENSG00000025434	NR1H3	35	40	58	45	37	36	56	47	36	35	45	38
ENSG00000025708	TYMP	2094	2131	1685	1778	1606	1571	1270	1238	770	790	1280	1277
ENSG00000025770	NCAPH2	204	269	307	290	235	262	278	269	176	164	234	232
ENSG00000025772	TOMM34	1204	1190	1307	1222	1189	1123	1017	1061	682	787	1063	1016
ENSG00000025796	SEC63	804	761	842	771	836	848	876	791	620	660	484	495
ENSG00000025800	KPNA6	1115	1117	1161	1116	1023	1038	1197	1236	902	947	927	1025
ENSG00000026025	VIM	934	851	892	888	911	908	760	752	577	614	697	641
ENSG00000026036	RTEL1-TNFRSF6B	4	5	7	6	6	6	5	7	3	5	9	11
ENSG00000026103	FAS	731	672	776	774	755	773	689	719	561	548	449	461
ENSG00000026297	RNASET2	90	93	130	103	99	79	119	144	112	135	122	105
ENSG00000026508	CD44	9275	9262	8617	8562	8847	8741	8909	8933	7053	6882	7136	7043
ENSG00000026559	KCNG1	100	110	174	155	104	113	127	117	113	97	112	115
ENSG00000026652	AGPAT4	79	98	81	86	117	113	116	109	63	57	81	73
ENSG00000026751	SLAMF7	74	70	102	112	92	62	89	89	63	60	60	45
ENSG00000026950	BTN3A1	184	201	188	191	197	192	229	246	160	185	206	199
ENSG00000027001	MIPEP	300	330	349	319	247	256	343	368	284	278	273	279
ENSG00000027075	PRKCH	393	365	398	414	288	346	417	436	340	333	362	301
ENSG00000027644	INSRR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000027697	IFNGR1	4699	4557	3767	3902	4034	4006	4660	4700	3277	3221	2488	2472
ENSG00000027847	B4GALT7	823	849	833	854	846	848	759	767	614	566	766	732
ENSG00000027869	SH2D2A	17	18	26	35	32	35	3	12	7	5	4	9
ENSG00000028116	VRK2	381	380	499	506	429	434	394	349	321	282	264	271
ENSG00000028137	TNFRSF1B	5	6	7	3	3	7	5	6	2	3	15	10
ENSG00000028203	VEZT	962	920	1023	1030	904	941	676	732	482	469	498	526
ENSG00000028277	POU2F2	61	49	50	44	41	47	30	43	18	32	37	23
ENSG00000028310	BRD9	316	346	370	302	305	294	291	298	246	221	231	207
ENSG00000028528	SNX1	1368	1481	1497	1498	1328	1331	1433	1402	1152	1017	1065	1090
ENSG00000028839	TBPL1	167	143	175	190	199	165	177	191	145	150	120	116
ENSG00000029153	ARNTL2	1060	925	1186	1160	991	1054	666	610	483	515	502	517
ENSG00000029363	BCLAF1	657	658	683	694	644	635	647	631	554	585	373	385
ENSG00000029364	SLC39A9	1235	1266	1216	1196	1004	1017	1090	1183	1010	983	1071	1007
ENSG00000029534	ANK1	54	61	46	41	53	52	226	224	187	186	211	182
ENSG00000029559	IBSP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	TFB1M	129	125	165	146	117	148	128	133	114	115	123	113
ENSG00000029725	RABEP1	526	534	500	561	478	466	552	583	474	435	465	490
ENSG00000029993	HMGB3	1068	1101	1203	1183	1151	1145	1257	1191	909	901	841	844
ENSG00000030066	NUP160	624	584	685	725	590	563	682	705	649	661	651	621
ENSG00000030110	BAK1	1284	1195	1190	1193	1168	1163	1023	1096	763	704	1008	976
ENSG00000030304	MUSK	0	0	2	0	0	0	3	1	0	0	0	0
ENSG00000030419	IKZF2	137	170	142	135	134	113	124	120	81	93	79	81
ENSG00000030582	GRN	20024	20119	17649	17605	15690	15415	23014	22895	18314	18161	19905	19566
ENSG00000031003	FAM13B	49	48	64	50	60	48	55	55	34	37	33	31
ENSG00000031081	ARHGAP31	170	166	196	178	180	197	116	100	80	52	107	112
ENSG00000031691	CENPQ	17	18	54	29	54	42	35	31	25	29	21	18
ENSG00000031698	SARS1	2978	3023	3338	3374	2700	2660	2408	2289	1933	1929	2090	2139
ENSG00000031823	RANBP3	205	190	205	205	159	179	214	207	131	167	173	172
ENSG00000032219	ARID4A	131	108	137	145	126	126	147	130	96	107	79	79
ENSG00000032389	EIPR1	508	514	554	546	493	497	540	516	308	340	413	368
ENSG00000032444	PNPLA6	915	916	1094	1117	822	849	991	1051	877	881	937	875
ENSG00000032742	IFT88	75	70	80	67	80	100	81	82	45	44	48	48
ENSG00000033011	ALG1	386	401	406	363	301	320	385	381	296	302	309	338
ENSG00000033030	ZCCHC8	160	167	220	218	183	195	159	125	123	143	158	134
ENSG00000033050	ABCF2	343	359	349	331	273	282	338	337	272	253	278	278
ENSG00000033100	CHPF2	2217	2149	2273	2304	1948	1868	2080	2214	1815	1732	1926	1877
ENSG00000033122	LRRC7	2	0	1	0	2	0	3	0	0	0	0	1
ENSG00000033170	FUT8	76	79	85	97	105	87	123	105	84	86	71	65
ENSG00000033178	UBA6	1494	1506	1551	1520	1555	1616	1668	1584	1122	1086	1101	1155
ENSG00000033327	GAB2	56	49	72	90	47	68	61	67	46	46	60	51
ENSG00000033627	ATP6V0A1	1026	975	1175	1210	835	807	918	868	720	668	743	761
ENSG00000033800	PIAS1	640	633	724	683	634	634	691	746	640	591	529	507
ENSG00000033867	SLC4A7	276	250	275	268	271	271	371	382	358	342	340	315
ENSG00000034053	APBA2	523	508	623	652	508	510	450	456	410	408	516	456
ENSG00000034152	MAP2K3	1590	1563	1557	1587	1211	1240	1214	1139	964	950	1107	1175
ENSG00000034239	EFCAB1	3	4	5	5	10	6	16	19	8	8	7	10
ENSG00000034510	TMSB10	20364	20499	19443	19457	19596	19715	15790	15589	12427	12222	13410	13410
ENSG00000034533	ASTE1	68	76	73	78	80	74	76	78	71	63	59	55
ENSG00000034677	RNF19A	827	830	782	820	880	896	809	817	557	587	528	547
ENSG00000034693	PEX3	261	304	345	334	355	280	308	340	227	229	225	244
ENSG00000034713	GABARAPL2	1406	1428	1298	1277	1430	1375	1570	1563	1060	1103	916	958
ENSG00000034971	MYOC	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	SH3YL1	162	161	147	167	179	178	186	204	142	150	131	144
ENSG00000035141	FAM136A	376	407	425	406	425	416	377	335	301	296	268	289
ENSG00000035403	VCL	4248	4337	5098	5285	3878	3846	3941	3940	2456	2486	3645	3514
ENSG00000035499	DEPDC1B	11	9	13	18	13	9	12	16	19	24	11	11
ENSG00000035664	DAPK2	90	78	74	74	79	70	190	180	109	145	161	153
ENSG00000035681	NSMAF	430	427	450	461	365	407	576	539	454	386	360	371
ENSG00000035687	ADSS2	298	243	272	285	285	310	306	282	215	193	206	202
ENSG00000035720	STAP1	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000035862	TIMP2	83	89	79	69	77	58	89	93	57	45	53	62
ENSG00000035928	RFC1	299	295	319	342	328	291	357	318	258	257	262	239
ENSG00000036054	TBC1D23	862	818	881	831	896	915	961	940	708	703	487	508
ENSG00000036257	CUL3	866	872	876	846	791	753	886	917	622	637	547	584
ENSG00000036448	MYOM2	14	13	8	14	13	8	10	10	6	9	7	5
ENSG00000036473	OTC	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530	CYP46A1	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000036549	ZZZ3	532	488	473	491	462	489	529	579	428	431	361	357
ENSG00000036565	SLC18A1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000036672	USP2	11	10	6	10	13	14	16	12	12	12	2	11
ENSG00000036828	CASR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037042	TUBG2	220	222	234	257	194	202	247	281	198	192	261	249
ENSG00000037241	RPL26L1	311	295	336	331	271	251	308	323	212	219	227	205
ENSG00000037280	FLT4	0	1	7	1	0	0	1	5	1	4	1	1
ENSG00000037474	NSUN2	1379	1284	1395	1387	1265	1186	1217	1229	1008	945	955	1009
ENSG00000037637	FBXO42	722	751	823	847	633	675	766	760	610	538	644	641
ENSG00000037749	MFAP3	363	355	415	409	346	307	299	284	267	280	234	263
ENSG00000037757	MRI1	162	127	163	144	94	139	154	132	138	100	130	144
ENSG00000037897	METTL1	108	118	124	126	126	138	128	127	101	90	72	72
ENSG00000037965	HOXC8	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000038002	AGA	330	346	294	286	302	287	312	321	228	243	211	216
ENSG00000038210	PI4K2B	157	124	111	117	157	160	155	137	99	85	54	63
ENSG00000038219	BOD1L1	242	229	284	312	274	230	284	295	202	167	214	186
ENSG00000038274	MAT2B	1208	1230	1209	1231	1208	1223	1470	1455	1106	1102	886	903
ENSG00000038295	TLL1	24	22	11	8	13	3	34	32	18	21	33	21
ENSG00000038358	EDC4	888	837	1021	995	637	690	745	718	655	651	658	712
ENSG00000038382	TRIO	478	468	530	491	342	362	490	444	435	430	397	359
ENSG00000038427	VCAN	2636	2719	2649	2549	2716	2717	1985	1901	1278	1298	1581	1632
ENSG00000038532	CLEC16A	455	453	516	479	358	386	492	504	355	302	442	407
ENSG00000038945	MSR1	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000039068	CDH1	12697	12416	14560	14268	10938	10664	10044	9974	6904	6712	7979	7915
ENSG00000039123	MTREX	549	575	610	569	524	521	526	537	514	437	408	410
ENSG00000039139	DNAH5	69	63	67	63	52	56	62	71	44	43	64	55
ENSG00000039319	ZFYVE16	425	412	408	427	403	399	415	450	327	310	243	238
ENSG00000039523	RIPOR1	666	715	836	767	739	734	725	705	530	560	735	630
ENSG00000039537	C6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039560	RAI14	3927	3909	4698	4531	3601	3577	4644	4599	4092	4063	3656	3625
ENSG00000039600	SOX30	6	5	3	10	2	2	7	2	6	4	0	4
ENSG00000039650	PNKP	371	359	483	445	370	341	491	476	406	432	451	479
ENSG00000039987	BEST2	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000040199	PHLPP2	72	67	76	82	63	68	84	73	37	42	67	57
ENSG00000040275	SPDL1	124	130	126	143	119	137	112	138	94	78	73	92
ENSG00000040341	STAU2	371	399	456	467	458	413	436	456	310	343	345	317
ENSG00000040487	SLC66A1	298	278	296	304	261	202	352	345	307	290	311	315
ENSG00000040531	CTNS	233	265	333	280	215	211	336	311	268	273	235	265
ENSG00000040608	RTN4R	66	80	84	85	71	76	97	94	80	63	80	69
ENSG00000040633	PHF23	1186	1170	1234	1301	1038	1059	1065	1067	966	893	947	926
ENSG00000040731	CDH10	48	48	53	47	34	55	44	48	41	24	33	25
ENSG00000040933	INPP4A	326	338	426	457	385	391	431	473	391	410	374	421
ENSG00000041353	RAB27B	603	574	528	442	486	495	516	531	431	447	258	259
ENSG00000041357	PSMA4	1545	1602	1751	1622	1486	1502	1608	1594	1136	1238	976	981
ENSG00000041515	MYO16	15	9	15	8	16	23	23	18	6	7	19	8
ENSG00000041802	LSG1	395	363	415	413	332	317	391	357	364	346	315	296
ENSG00000041880	PARP3	224	226	194	193	226	213	205	202	120	146	178	166
ENSG00000041982	TNC	19457	19406	15836	15886	16157	16285	9713	9711	5454	5276	8799	8656
ENSG00000041988	THAP3	117	132	165	153	117	124	132	136	131	125	105	126
ENSG00000042062	RIPOR3	15	13	9	13	8	11	11	21	8	14	23	20
ENSG00000042088	TDP1	210	274	292	274	221	214	217	234	194	192	180	216
ENSG00000042286	AIFM2	165	146	263	277	150	145	147	146	132	127	176	179
ENSG00000042304	C2orf83	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042317	SPATA7	51	75	71	69	48	55	59	73	67	64	47	64
ENSG00000042429	MED17	44	59	42	55	36	41	39	47	24	36	29	41
ENSG00000042445	RETSAT	1141	1059	1357	1187	1146	1051	1327	1336	1277	1243	1300	1253
ENSG00000042493	CAPG	5266	5180	5063	5133	4524	4575	4697	4568	3259	3295	4393	4469
ENSG00000042753	AP2S1	937	952	846	801	813	872	762	748	469	488	677	642
ENSG00000042781	USH2A	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000042813	ZPBP	0	0	1	0	0	0	3	0	1	0	0	0
ENSG00000042832	TG	29	28	13	17	4	13	63	69	41	34	37	34
ENSG00000042980	ADAM28	1353	1276	921	971	1183	1142	1150	1150	553	637	672	671
ENSG00000043039	BARX2	2	4	4	6	3	4	3	5	4	2	2	4
ENSG00000043093	DCUN1D1	588	522	552	533	577	563	681	708	502	487	299	323
ENSG00000043143	JADE2	165	168	205	200	132	147	341	323	291	281	278	284
ENSG00000043355	ZIC2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000043462	LCP2	3	0	1	2	0	0	0	0	0	0	0	0
ENSG00000043514	TRIT1	111	137	132	138	107	108	107	134	129	129	100	120
ENSG00000043591	ADRB1	5	6	2	4	10	7	1	2	0	3	0	2
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	689	627	777	694	502	523	784	773	600	616	740	746
ENSG00000044115	CTNNA1	7334	7572	8545	8567	6954	7000	6732	6822	5254	5274	6042	5852
ENSG00000044446	PHKA2	156	141	162	157	106	92	146	161	119	115	119	120
ENSG00000044459	CNTLN	21	30	30	36	26	30	41	49	35	35	26	21
ENSG00000044524	EPHA3	6	5	3	0	5	8	2	4	5	10	8	6
ENSG00000044574	HSPA5	17724	17799	23563	23119	18320	18077	15743	15782	13721	13790	13049	12951
ENSG00000046604	DSG2	10900	11016	13073	12800	10416	10346	12340	12363	10896	10685	9106	9093
ENSG00000046647	GEMIN8	139	167	137	138	148	122	150	126	115	109	119	132
ENSG00000046651	OFD1	209	201	212	253	208	234	245	211	164	166	152	176
ENSG00000046653	GPM6B	11	7	12	8	1	5	7	8	2	8	3	5
ENSG00000046774	MAGEC2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000046889	PREX2	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000047056	WDR37	367	394	436	459	415	354	358	429	306	320	306	347
ENSG00000047188	YTHDC2	289	325	344	306	254	252	351	339	173	209	227	210
ENSG00000047230	CTPS2	293	302	313	290	268	289	287	264	188	205	187	211
ENSG00000047249	ATP6V1H	861	914	983	966	807	845	880	910	699	639	621	682
ENSG00000047315	POLR2B	1132	1195	1366	1270	1157	1104	1315	1391	1036	1009	936	936
ENSG00000047346	FAM214A	201	183	251	260	194	194	273	314	191	221	176	157
ENSG00000047365	ARAP2	371	347	384	348	316	322	386	448	314	305	288	265
ENSG00000047410	TPR	594	576	759	767	637	614	741	823	646	648	497	541
ENSG00000047457	CP	1519	1523	1235	1130	1167	1158	1777	1744	1470	1327	1512	1426
ENSG00000047578	KATNIP	186	171	194	184	133	148	230	212	134	164	202	194
ENSG00000047579	DTNBP1	140	132	125	154	117	122	153	152	99	100	107	114
ENSG00000047597	XK	4	1	0	0	1	2	1	2	1	0	1	1
ENSG00000047617	ANO2	0	1	1	1	1	0	3	1	1	1	0	0
ENSG00000047621	C12orf4	191	196	229	204	235	241	216	200	120	148	135	133
ENSG00000047634	SCML1	42	25	30	38	38	41	48	28	29	26	34	24
ENSG00000047644	WWC3	536	493	476	517	442	460	489	472	314	330	507	487
ENSG00000047648	ARHGAP6	1	3	0	0	1	6	5	9	1	4	1	2
ENSG00000047662	FAM184B	2	0	1	0	0	3	0	1	0	0	0	0
ENSG00000047849	MAP4	2691	2608	2834	2890	2364	2312	2279	2173	1708	1685	2153	2184
ENSG00000047932	GOPC	689	682	644	625	678	647	660	673	540	548	442	427
ENSG00000047936	ROS1	52	42	57	65	45	35	44	36	26	30	27	35
ENSG00000048028	USP28	262	282	224	242	250	224	394	332	259	248	316	316
ENSG00000048052	HDAC9	611	631	746	730	623	589	483	451	333	318	313	332
ENSG00000048140	TSPAN17	709	703	842	940	802	790	792	849	527	572	779	795
ENSG00000048162	NOP16	482	487	420	422	442	427	429	438	376	306	340	355
ENSG00000048342	CC2D2A	65	60	63	64	53	54	82	92	40	40	38	53
ENSG00000048392	RRM2B	1073	985	1133	1105	1123	1029	1582	1578	1369	1360	942	1046
ENSG00000048405	ZNF800	196	211	231	182	195	199	176	202	145	141	126	123
ENSG00000048462	TNFRSF17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048471	SNX29	32	26	66	55	34	40	35	38	35	33	36	40
ENSG00000048540	LMO3	0	3	4	8	8	5	8	8	0	0	0	2
ENSG00000048544	MRPS10	724	671	824	750	727	696	769	689	563	516	457	475
ENSG00000048545	GUCA1A	0	0	3	0	0	0	0	0	2	0	0	0
ENSG00000048649	RSF1	285	241	262	262	232	288	299	291	238	220	177	184
ENSG00000048707	VPS13D	494	542	548	520	458	432	796	737	724	744	722	771
ENSG00000048740	CELF2	458	451	507	483	433	436	351	364	218	196	305	309
ENSG00000048828	FAM120A	433	441	427	382	411	404	388	461	349	332	350	340
ENSG00000048991	R3HDM1	177	170	177	196	136	135	237	228	166	167	145	140
ENSG00000049089	COL9A2	187	218	194	186	206	206	116	111	102	117	174	166
ENSG00000049130	KITLG	255	284	223	195	254	261	418	415	346	362	257	289
ENSG00000049167	ERCC8	175	153	131	110	116	115	155	128	92	91	73	95
ENSG00000049192	ADAMTS6	18	16	32	27	45	41	4	9	7	4	11	10
ENSG00000049239	H6PD	874	754	676	624	591	631	945	918	802	863	1070	1107
ENSG00000049245	VAMP3	1619	1599	1618	1683	1566	1553	1652	1685	1446	1448	1231	1287
ENSG00000049246	PER3	116	118	105	90	95	86	234	213	131	154	150	134
ENSG00000049247	UTS2	18	21	15	17	23	15	16	15	10	15	16	15
ENSG00000049249	TNFRSF9	155	159	231	211	92	83	42	40	10	11	11	13
ENSG00000049283	EPN3	168	188	177	177	134	151	278	287	246	207	221	208
ENSG00000049323	LTBP1	729	738	749	748	833	804	639	636	434	462	616	617
ENSG00000049449	RCN1	618	676	581	581	712	702	620	647	461	504	412	454
ENSG00000049540	ELN	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000049541	RFC2	239	214	221	197	161	164	195	205	140	138	167	154
ENSG00000049618	ARID1B	591	615	652	659	519	528	717	657	490	506	600	562
ENSG00000049656	CLPTM1L	2254	2250	2387	2461	2021	1966	2239	2190	1919	1886	2129	2110
ENSG00000049759	NEDD4L	1723	1726	2082	2108	1559	1622	1726	1732	1460	1410	1561	1637
ENSG00000049768	FOXP3	1	1	0	0	0	0	3	1	1	0	2	0
ENSG00000049769	PPP1R3F	110	107	101	102	72	106	111	117	85	104	94	91
ENSG00000049860	HEXB	1875	1851	1872	1876	1712	1682	2840	2923	2339	2361	1991	2065
ENSG00000049883	PTCD2	73	89	85	86	61	66	84	76	89	88	40	51
ENSG00000050030	NEXMIF	0	0	0	1	2	0	1	2	1	1	0	0
ENSG00000050130	JKAMP	1339	1361	1291	1263	1543	1519	1522	1509	1043	999	864	891
ENSG00000050165	DKK3	4781	4669	3474	3620	4134	4178	5100	4926	4279	4155	4135	4114
ENSG00000050327	ARHGEF5	125	114	146	138	124	93	97	121	114	108	137	147
ENSG00000050344	NFE2L3	347	384	428	396	359	398	397	401	254	270	299	315
ENSG00000050393	MCUR1	204	195	257	232	159	183	217	195	199	187	191	191
ENSG00000050405	LIMA1	3656	3648	3850	3918	3849	3751	4618	4527	3715	3515	3555	3585
